person_age,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_log
23,MORTGAGE,1.0,PERSONAL,B,6500,10.95,0,0.1,N,3,11.034905792929415
22,OWN,1.0,VENTURE,B,10000,11.58,0,0.16,N,2,11.034905792929415
23,RENT,5.0,MEDICAL,A,8000,6.92,0,0.09,N,3,11.407576060361786
23,RENT,0.0,DEBTCONSOLIDATION,C,8000,13.35,0,0.09,Y,3,11.407576060361786
22,RENT,5.0,PERSONAL,D,8000,10.99,0,0.09,N,3,11.407576060361786
22,MORTGAGE,5.0,MEDICAL,E,15000,16.0,1,0.27,Y,4,10.933124826700707
22,RENT,6.0,PERSONAL,A,8000,6.92,0,0.09,N,4,11.418625774449598
22,RENT,2.0,PERSONAL,B,8000,11.86,0,0.09,N,3,11.418625774449598
23,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.49,0,0.09,N,4,11.429598202380475
22,MORTGAGE,2.0,EDUCATION,D,7500,13.87,0,0.12,N,3,11.034905792929415
23,MORTGAGE,7.0,DEBTCONSOLIDATION,B,6400,10.08,0,0.1,N,2,11.034905792929415
24,MORTGAGE,2.0,HOMEIMPROVEMENT,B,8000,10.08,0,0.13,N,3,11.034905792929415
23,MORTGAGE,4.0,VENTURE,B,9600,9.2,0,0.15,N,2,11.034905792929415
25,RENT,4.0,PERSONAL,C,8000,15.23,0,0.08,N,4,11.461642696843066
25,RENT,8.0,PERSONAL,B,8000,10.99,0,0.08,N,3,11.461642696843066
25,RENT,3.0,HOMEIMPROVEMENT,C,8000,13.8,0,0.08,N,3,11.461642696843066
25,RENT,0.0,DEBTCONSOLIDATION,B,8000,10.36,0,0.08,N,3,11.461642696843066
22,MORTGAGE,5.0,MEDICAL,B,3000,8.7,0,0.05,N,3,11.034905792929415
22,RENT,0.0,EDUCATION,C,8000,12.61,0,0.08,Y,4,11.461684800776633
26,RENT,0.0,HOMEIMPROVEMENT,C,8000,12.61,1,0.1,N,4,11.338583982516495
25,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8000,11.71,1,0.14,N,3,10.93319625144584
25,RENT,1.0,VENTURE,E,8000,16.45,1,0.1,N,2,11.338583982516495
26,RENT,10.0,DEBTCONSOLIDATION,C,8000,13.61,0,0.08,Y,3,11.477308649967686
24,MORTGAGE,5.0,DEBTCONSOLIDATION,B,6000,10.0,1,0.11,N,3,10.93319625144584
24,RENT,3.0,EDUCATION,D,8000,15.31,0,0.08,N,3,11.48247656671073
26,MORTGAGE,3.0,MEDICAL,B,4000,9.99,0,0.06,N,2,11.034970305936874
26,RENT,7.0,PERSONAL,D,8000,16.32,0,0.08,Y,3,11.51289546452022
21,RENT,5.0,VENTURE,A,8000,7.14,0,0.08,N,4,11.51289546452022
23,MORTGAGE,7.0,PERSONAL,B,15000,11.26,1,0.27,N,2,10.93319625144584
23,MORTGAGE,1.0,DEBTCONSOLIDATION,B,9600,10.95,0,0.15,N,3,11.034970305936874
26,RENT,6.0,MEDICAL,A,8000,6.54,0,0.08,N,3,11.51293546492023
25,MORTGAGE,10.0,HOMEIMPROVEMENT,C,15000,13.47,0,0.24,N,4,11.034970305936874
22,MORTGAGE,6.0,EDUCATION,A,3600,7.37,0,0.06,N,2,11.034970305936874
23,MORTGAGE,7.0,MEDICAL,A,10000,9.07,0,0.16,N,4,11.034970305936874
23,RENT,8.0,DEBTCONSOLIDATION,D,8000,14.74,1,0.09,N,3,11.39640288460621
26,MORTGAGE,2.0,EDUCATION,B,9600,11.71,0,0.15,N,4,11.036517370851499
24,RENT,8.0,DEBTCONSOLIDATION,A,8000,7.51,0,0.08,N,3,11.561725152903833
26,MORTGAGE,8.0,PERSONAL,C,1600,12.61,0,0.03,N,4,11.036517370851499
24,MORTGAGE,8.0,EDUCATION,C,6000,12.53,0,0.1,N,2,11.036517370851499
26,RENT,10.0,MEDICAL,D,8000,16.29,1,0.08,Y,3,11.309596795779068
24,RENT,8.0,DEBTCONSOLIDATION,B,8000,9.88,0,0.07,N,4,11.58989576532275
26,MORTGAGE,0.0,PERSONAL,E,18000,16.63,0,0.29,N,3,11.038126355768453
24,RENT,4.0,PERSONAL,A,8000,5.99,0,0.07,N,3,11.608244735642321
25,RENT,2.0,VENTURE,B,8000,11.71,0,0.07,N,4,11.652696102959753
22,MORTGAGE,6.0,DEBTCONSOLIDATION,D,12000,16.29,1,0.21,Y,2,10.93683216540912
24,RENT,8.0,VENTURE,D,8000,16.49,0,0.07,N,3,11.667061858981159
22,OWN,4.0,MEDICAL,B,5000,9.99,0,0.08,N,4,11.038704957176453
22,RENT,1.0,PERSONAL,D,8000,16.29,1,0.07,Y,2,11.58989576532275
25,RENT,5.0,DEBTCONSOLIDATION,E,8000,16.77,1,0.07,N,3,11.58989576532275
25,RENT,1.0,EDUCATION,B,8000,10.99,0,0.07,N,3,11.695255355062795
21,MORTGAGE,5.0,MEDICAL,A,10000,7.66,0,0.16,N,4,11.039989540746648
23,OWN,7.0,EDUCATION,B,29800,10.65,0,0.48,N,3,11.040567065427815
26,MORTGAGE,6.0,PERSONAL,B,21650,12.69,0,0.35,N,4,11.040711394498347
23,RENT,4.0,EDUCATION,D,8000,14.61,0,0.07,Y,4,11.695255355062795
25,RENT,1.0,MEDICAL,B,8000,12.53,0,0.07,N,3,11.719947764402807
25,OWN,4.0,MEDICAL,D,15000,17.58,0,0.24,N,4,11.041336579870135
26,RENT,0.0,MEDICAL,B,8000,9.63,0,0.06,N,3,11.736077016252437
23,RENT,0.0,PERSONAL,C,8000,13.23,0,0.06,N,3,11.744045122410057
23,MORTGAGE,4.0,VENTURE,A,7200,8.9,0,0.12,N,4,11.041336579870135
24,MORTGAGE,8.0,PERSONAL,A,4000,8.9,0,0.06,N,4,11.041336579870135
23,RENT,3.0,MEDICAL,B,8000,11.99,0,0.06,N,3,11.775297421715827
26,MORTGAGE,10.0,DEBTCONSOLIDATION,A,11000,10.99,0,0.18,N,3,11.041336579870135
25,RENT,9.0,VENTURE,B,8000,10.99,0,0.06,N,3,11.813037464800539
23,MORTGAGE,7.0,MEDICAL,C,7000,13.06,0,0.11,N,4,11.041336579870135
22,MORTGAGE,6.0,EDUCATION,D,8400,14.91,1,0.15,N,2,10.94024216782542
22,MORTGAGE,6.0,PERSONAL,E,25000,16.4,1,0.44,N,3,10.94024216782542
24,RENT,8.0,DEBTCONSOLIDATION,D,8000,15.99,1,0.06,N,2,11.786008995353765
24,MORTGAGE,3.0,EDUCATION,A,9500,6.54,0,0.15,N,2,11.041336579870135
22,MORTGAGE,6.0,EDUCATION,D,2400,14.46,0,0.04,Y,2,11.041336579870135
22,MORTGAGE,2.0,VENTURE,C,12600,13.85,0,0.2,Y,2,11.041336579870135
25,MORTGAGE,9.0,EDUCATION,D,12500,14.96,0,0.2,N,3,11.041336579870135
25,MORTGAGE,4.0,HOMEIMPROVEMENT,B,2000,10.99,0,0.03,N,4,11.041336579870135
26,RENT,2.0,PERSONAL,D,8000,15.62,1,0.04,Y,4,12.121064714846538
22,RENT,1.0,EDUCATION,B,8050,12.69,1,0.27,N,2,10.308985993422082
22,RENT,6.0,EDUCATION,B,8050,10.0,0,0.17,N,2,10.778977123006351
21,RENT,5.0,DEBTCONSOLIDATION,A,8075,6.17,0,0.16,N,2,10.819798284210286
22,RENT,4.0,PERSONAL,C,8075,13.06,0,0.15,N,3,10.896757843893464
23,MORTGAGE,4.0,EDUCATION,A,12000,6.91,0,0.19,N,2,11.042473735342512
23,RENT,7.0,DEBTCONSOLIDATION,A,8100,7.29,0,0.1,N,2,11.264476926102367
24,RENT,6.0,HOMEIMPROVEMENT,A,8100,10.99,0,0.1,N,2,11.350418300109132
21,RENT,0.0,EDUCATION,A,8125,7.9,1,0.33,N,3,10.12667110305036
25,MORTGAGE,1.0,HOMEIMPROVEMENT,A,8000,7.51,0,0.13,N,2,11.042873834572456
23,RENT,4.0,EDUCATION,C,8125,12.68,0,0.27,N,3,10.308985993422082
21,MORTGAGE,1.0,EDUCATION,C,5000,12.53,0,0.08,Y,3,11.042873834572456
21,MORTGAGE,6.0,EDUCATION,A,13200,7.9,0,0.21,N,3,11.042937835596494
23,MORTGAGE,4.0,DEBTCONSOLIDATION,A,23525,7.9,0,0.38,N,3,11.042937835596494
26,RENT,6.0,HOMEIMPROVEMENT,C,8150,12.87,0,0.15,N,4,10.933124826700707
24,RENT,1.0,DEBTCONSOLIDATION,D,8150,17.27,1,0.13,Y,3,11.010415172807951
26,MORTGAGE,9.0,MEDICAL,B,8000,11.49,0,0.13,N,2,11.042937835596494
22,MORTGAGE,6.0,PERSONAL,A,10000,5.99,0,0.16,N,3,11.042937835596494
25,RENT,4.0,VENTURE,B,8200,12.21,0,0.24,N,4,10.434145214930487
24,MORTGAGE,2.0,VENTURE,A,6000,5.79,0,0.1,N,2,11.042937835596494
26,RENT,0.0,VENTURE,A,8200,6.62,0,0.2,N,4,10.596659732783579
24,RENT,0.0,MEDICAL,B,8200,11.36,0,0.2,N,2,10.619984981704288
23,RENT,7.0,PERSONAL,C,8200,13.11,0,0.15,Y,3,10.915106645867503
24,MORTGAGE,8.0,DEBTCONSOLIDATION,B,16000,10.38,0,0.26,N,3,11.042937835596494
22,RENT,2.0,EDUCATION,A,8200,6.99,0,0.05,N,3,11.918397239722838
21,RENT,1.0,EDUCATION,A,8250,7.49,1,0.33,N,4,10.134638955251866
23,RENT,5.0,MEDICAL,A,8250,7.51,0,0.28,N,4,10.308985993422082
23,MORTGAGE,1.0,MEDICAL,C,9600,13.22,0,0.15,Y,3,11.042937835596494
24,OWN,8.0,PERSONAL,C,6500,13.22,0,0.1,Y,2,11.042937835596494
25,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15000,6.0,0,0.24,N,3,11.042937835596494
23,MORTGAGE,7.0,VENTURE,A,4000,7.43,0,0.06,N,3,11.042937835596494
21,RENT,4.0,PERSONAL,B,8250,10.99,0,0.25,N,2,10.404293143019792
23,MORTGAGE,5.0,EDUCATION,B,12000,10.74,0,0.19,N,4,11.04309782023831
22,OWN,4.0,VENTURE,C,7000,13.35,0,0.11,Y,2,11.044360799918747
25,RENT,6.0,EDUCATION,C,8250,13.61,1,0.12,Y,4,11.156264806643742
24,MORTGAGE,2.0,MEDICAL,B,6000,10.2,0,0.1,N,2,11.045765787856224
26,MORTGAGE,7.0,MEDICAL,B,4400,10.99,0,0.07,N,4,11.045973175648207
23,RENT,4.0,EDUCATION,B,8300,9.99,1,0.32,N,4,10.165890277802454
25,RENT,0.0,HOMEIMPROVEMENT,A,8300,8.9,1,0.28,N,3,10.308985993422082
22,RENT,6.0,EDUCATION,B,8300,10.99,0,0.18,N,4,10.7148843265641
21,RENT,5.0,DEBTCONSOLIDATION,A,8300,8.9,0,0.17,N,4,10.819798284210286
24,RENT,4.0,HOMEIMPROVEMENT,A,8300,7.88,0,0.1,N,2,11.326607934898927
22,MORTGAGE,4.0,DEBTCONSOLIDATION,C,9600,11.03,0,0.15,N,4,11.049190148737244
21,MORTGAGE,5.0,EDUCATION,B,15000,11.49,0,0.24,N,4,11.049571676442373
22,MORTGAGE,6.0,VENTURE,D,10000,14.59,1,0.18,Y,2,10.949419620566681
24,OWN,6.0,DEBTCONSOLIDATION,E,15000,16.4,1,0.26,N,4,10.950332750382355
25,MORTGAGE,9.0,PERSONAL,B,14000,12.42,0,0.22,N,2,11.050905878263567
26,RENT,4.0,PERSONAL,C,8325,13.49,0,0.27,N,3,10.348205424565993
26,RENT,6.0,DEBTCONSOLIDATION,A,8350,6.99,0,0.11,N,3,11.252871529635922
21,RENT,5.0,EDUCATION,A,8400,6.03,0,0.28,N,3,10.308985993422082
23,MORTGAGE,7.0,EDUCATION,A,20000,7.9,0,0.32,N,2,11.050905878263567
24,MORTGAGE,0.0,VENTURE,B,6000,9.91,0,0.1,N,4,11.050905878263567
24,RENT,2.0,VENTURE,C,8400,13.23,0,0.27,N,3,10.348205424565993
21,RENT,2.0,DEBTCONSOLIDATION,D,8400,16.77,1,0.26,Y,4,10.373522431293592
25,MORTGAGE,9.0,MEDICAL,A,20000,8.49,0,0.32,N,4,11.050905878263567
22,RENT,3.0,EDUCATION,B,8400,11.49,0,0.26,N,4,10.373522431293592
24,MORTGAGE,5.0,VENTURE,B,20000,11.49,0,0.32,N,3,11.050905878263567
23,MORTGAGE,2.0,PERSONAL,B,10000,10.59,0,0.16,N,2,11.050905878263567
25,MORTGAGE,6.0,VENTURE,F,11000,10.99,0,0.17,Y,3,11.050905878263567
23,MORTGAGE,8.0,EDUCATION,A,7300,7.49,0,0.12,N,2,11.050905878263567
21,MORTGAGE,2.0,PERSONAL,B,10000,10.59,0,0.16,N,2,11.050905878263567
25,RENT,8.0,PERSONAL,D,8400,10.99,0,0.25,N,4,10.434145214930487
25,MORTGAGE,2.0,HOMEIMPROVEMENT,B,20000,9.99,0,0.32,N,2,11.050905878263567
24,RENT,3.0,VENTURE,C,8400,12.87,0,0.24,Y,4,10.463131911491967
23,MORTGAGE,7.0,MEDICAL,A,9700,5.99,0,0.15,N,4,11.050905878263567
21,MORTGAGE,5.0,DEBTCONSOLIDATION,B,11200,10.99,0,0.18,N,4,11.050905878263567
26,RENT,10.0,MEDICAL,B,8400,11.49,0,0.23,N,3,10.490190296875209
25,RENT,9.0,PERSONAL,E,8400,18.64,0,0.23,Y,4,10.491301994830229
22,MORTGAGE,6.0,MEDICAL,A,10800,5.99,0,0.17,N,2,11.050905878263567
23,RENT,1.0,EDUCATION,A,8400,10.99,1,0.28,N,3,10.308985993422082
24,RENT,3.0,EDUCATION,B,8400,11.26,0,0.23,N,4,10.494075844768336
23,MORTGAGE,7.0,PERSONAL,A,6800,7.66,0,0.11,N,4,11.050905878263567
22,RENT,0.0,EDUCATION,A,8400,8.94,0,0.2,N,2,10.62135173563291
22,MORTGAGE,6.0,VENTURE,A,8400,7.29,0,0.13,N,4,11.050905878263567
22,OWN,6.0,EDUCATION,D,9000,10.99,0,0.14,N,4,11.050905878263567
22,MORTGAGE,6.0,MEDICAL,B,15000,10.99,0,0.24,N,3,11.050905878263567
22,MORTGAGE,2.0,MEDICAL,A,12000,7.66,0,0.19,N,3,11.050905878263567
26,MORTGAGE,10.0,MEDICAL,A,10000,6.91,0,0.16,N,2,11.050905878263567
26,RENT,10.0,DEBTCONSOLIDATION,D,8400,17.27,1,0.24,N,4,10.477316144080852
22,MORTGAGE,6.0,EDUCATION,A,4500,5.42,0,0.07,N,2,11.050905878263567
22,RENT,3.0,MEDICAL,C,8400,14.35,0,0.2,N,4,10.645448706505872
26,MORTGAGE,10.0,HOMEIMPROVEMENT,B,10000,9.25,0,0.16,N,3,11.050905878263567
22,MORTGAGE,6.0,EDUCATION,A,3700,5.42,0,0.06,N,4,11.050905878263567
25,MORTGAGE,9.0,EDUCATION,B,25000,11.49,0,0.4,N,2,11.050905878263567
24,MORTGAGE,8.0,VENTURE,B,6300,11.49,0,0.1,N,4,11.050905878263567
24,RENT,1.0,EDUCATION,A,8400,7.9,0,0.19,N,3,10.714439990727769
23,RENT,5.0,PERSONAL,C,8400,13.79,1,0.22,N,2,10.571342565808699
21,MORTGAGE,5.0,VENTURE,E,4800,10.99,0,0.08,Y,4,11.050905878263567
26,RENT,2.0,VENTURE,B,8400,11.83,0,0.18,N,4,10.757924157061597
22,MORTGAGE,2.0,MEDICAL,C,8400,12.73,0,0.13,Y,4,11.050905878263567
26,RENT,4.0,DEBTCONSOLIDATION,B,8400,11.12,0,0.17,N,2,10.778977123006351
26,RENT,2.0,HOMEIMPROVEMENT,C,8400,14.72,0,0.17,Y,3,10.819798284210286
22,MORTGAGE,6.0,PERSONAL,B,8950,10.99,0,0.14,N,4,11.050905878263567
25,RENT,6.0,MEDICAL,C,8400,13.22,0,0.17,N,3,10.819798284210286
26,RENT,0.0,MEDICAL,E,8400,14.5,1,0.19,Y,3,10.691967639914864
26,RENT,9.0,DEBTCONSOLIDATION,B,8400,11.99,0,0.16,N,3,10.84546552414626
22,RENT,6.0,PERSONAL,C,8400,11.97,0,0.16,Y,3,10.847801928316501
26,RENT,8.0,MEDICAL,C,8400,13.99,0,0.16,Y,2,10.858941303591607
24,OWN,0.0,HOMEIMPROVEMENT,A,17600,8.94,0,0.28,N,4,11.050905878263567
23,RENT,2.0,EDUCATION,A,8400,6.17,0,0.16,N,3,10.859018228147887
23,RENT,0.0,MEDICAL,D,8400,16.89,1,0.18,Y,3,10.747229096720554
22,MORTGAGE,3.0,PERSONAL,A,10000,8.94,0,0.16,N,4,11.050905878263567
22,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4000,10.99,0,0.06,N,2,11.050905878263567
24,MORTGAGE,8.0,PERSONAL,F,20000,19.13,0,0.32,Y,3,11.050905878263567
26,RENT,2.0,VENTURE,D,8400,18.25,1,0.17,Y,4,10.799595985047786
25,MORTGAGE,5.0,DEBTCONSOLIDATION,A,11600,10.99,0,0.18,N,4,11.050905878263567
25,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7775,10.99,0,0.12,N,3,11.050905878263567
25,RENT,0.0,EDUCATION,C,8400,13.72,0,0.15,N,3,10.915106645867503
22,RENT,2.0,VENTURE,A,8400,7.88,0,0.15,N,2,10.915106645867503
25,MORTGAGE,3.0,EDUCATION,C,3000,13.47,0,0.05,N,2,11.050905878263567
26,RENT,10.0,MEDICAL,A,8400,8.94,0,0.15,N,3,10.915106645867503
26,MORTGAGE,10.0,MEDICAL,A,3500,7.68,0,0.06,N,4,11.050905878263567
23,RENT,3.0,DEBTCONSOLIDATION,B,8400,10.99,0,0.15,N,2,10.933124826700707
24,MORTGAGE,8.0,PERSONAL,C,11400,13.79,0,0.18,N,4,11.050905878263567
22,MORTGAGE,2.0,EDUCATION,A,14100,8.0,0,0.22,N,2,11.050905878263567
24,MORTGAGE,0.0,MEDICAL,C,15000,13.47,0,0.24,N,4,11.050905878263567
25,RENT,9.0,MEDICAL,C,8400,13.99,0,0.14,Y,3,11.002116507732017
23,RENT,0.0,VENTURE,A,8400,7.49,0,0.14,N,3,11.002116507732017
26,MORTGAGE,6.0,HOMEIMPROVEMENT,B,24000,11.46,0,0.38,N,4,11.050905878263567
25,RENT,1.0,VENTURE,A,8400,7.29,0,0.14,N,2,11.002116507732017
24,MORTGAGE,9.0,MEDICAL,C,6500,13.04,1,0.11,Y,4,10.950824090522445
24,MORTGAGE,8.0,DEBTCONSOLIDATION,B,7000,10.99,0,0.11,N,3,11.050905878263567
25,MORTGAGE,0.0,EDUCATION,D,25000,13.87,0,0.4,N,2,11.050905878263567
24,RENT,7.0,PERSONAL,A,8400,6.17,0,0.14,N,3,11.002116507732017
26,MORTGAGE,3.0,HOMEIMPROVEMENT,C,3800,12.04,0,0.06,Y,4,11.050905878263567
26,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4200,5.99,0,0.07,N,3,11.052428503817456
22,RENT,0.0,MEDICAL,C,8400,13.47,0,0.14,Y,2,11.034905792929415
22,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,6.03,0,0.16,N,3,11.052998891221021
23,MORTGAGE,7.0,MEDICAL,B,12000,9.91,0,0.19,N,2,11.053283962966008
22,RENT,5.0,EDUCATION,D,8400,15.62,0,0.14,Y,4,11.034970305936874
26,OWN,4.0,HOMEIMPROVEMENT,C,5825,13.43,0,0.09,Y,2,11.053758902024423
23,MORTGAGE,7.0,VENTURE,B,8000,10.74,0,0.13,N,2,11.053901339767501
25,MORTGAGE,3.0,VENTURE,A,27250,8.9,0,0.43,N,4,11.05407540279458
23,OTHER,0.0,DEBTCONSOLIDATION,B,4800,12.53,0,0.08,N,4,11.05407540279458
26,RENT,3.0,VENTURE,A,8400,7.51,0,0.13,N,3,11.08221946899627
24,RENT,0.0,HOMEIMPROVEMENT,A,8400,10.99,0,0.13,N,2,11.097425172408931
23,RENT,2.0,PERSONAL,D,8400,14.84,1,0.14,N,2,11.0186455364637
24,RENT,2.0,VENTURE,A,8400,7.88,0,0.12,N,3,11.127277689932466
26,RENT,4.0,PERSONAL,D,8400,17.27,0,0.12,N,2,11.140803252518527
25,MORTGAGE,0.0,EDUCATION,C,17600,12.53,0,0.28,Y,4,11.055656405795794
22,MORTGAGE,6.0,PERSONAL,B,10500,9.99,0,0.17,N,2,11.05723491317159
26,OWN,0.0,VENTURE,B,20000,9.62,0,0.32,N,3,11.05723491317159
22,RENT,2.0,MEDICAL,A,8400,6.54,0,0.11,N,4,11.205054290550551
24,RENT,1.0,EDUCATION,B,8400,12.69,0,0.11,N,4,11.225256725762893
25,RENT,0.0,DEBTCONSOLIDATION,C,8400,13.48,0,0.11,Y,3,11.272139700982676
26,RENT,8.0,PERSONAL,C,8400,10.99,0,0.09,N,2,11.407576060361786
24,RENT,8.0,MEDICAL,C,8400,13.06,0,0.08,N,4,11.51293546492023
22,MORTGAGE,5.0,EDUCATION,B,7200,10.99,0,0.11,N,3,11.05881093278828
22,MORTGAGE,3.0,EDUCATION,C,7000,10.99,0,0.11,N,2,11.05881093278828
23,RENT,0.0,MEDICAL,A,8400,10.99,0,0.06,N,4,11.775297421715827
23,RENT,3.0,MEDICAL,D,8400,14.84,1,0.07,N,2,11.515930943990057
26,RENT,5.0,VENTURE,B,8400,12.53,0,0.06,N,2,11.849404844423074
26,RENT,2.0,DEBTCONSOLIDATION,C,8500,14.27,1,0.47,N,3,9.798182590890704
23,RENT,2.0,HOMEIMPROVEMENT,C,8500,10.99,1,0.47,Y,3,9.798182590890704
24,MORTGAGE,4.0,DEBTCONSOLIDATION,A,2500,7.51,0,0.04,N,2,11.05966095172877
25,RENT,3.0,VENTURE,C,8500,10.28,1,0.47,N,2,9.798182590890704
26,RENT,0.0,DEBTCONSOLIDATION,B,8500,9.99,1,0.44,N,2,9.862717639992917
23,MORTGAGE,7.0,VENTURE,A,2475,5.79,0,0.04,N,3,11.060384472475045
22,OWN,1.0,VENTURE,A,4000,6.76,0,0.06,N,2,11.060384472475045
24,MORTGAGE,7.0,MEDICAL,D,9925,15.58,1,0.17,N,2,10.962249596604277
25,MORTGAGE,8.0,HOMEIMPROVEMENT,A,12500,7.51,0,0.2,N,3,11.062269457560602
22,MORTGAGE,7.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.39,N,4,11.063524143191238
22,RENT,3.0,MEDICAL,B,8550,11.99,0,0.2,N,2,10.645448706505872
26,RENT,5.0,MEDICAL,B,8550,10.25,1,0.24,N,2,10.491301994830229
23,RENT,3.0,EDUCATION,A,8550,7.88,0,0.13,N,4,11.097425172408931
26,MORTGAGE,5.0,MEDICAL,B,17000,11.12,0,0.27,N,3,11.064056908254452
25,RENT,2.0,DEBTCONSOLIDATION,D,8575,15.62,1,0.27,Y,2,10.373522431293592
22,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4000,5.42,0,0.06,N,4,11.066591486243142
24,MORTGAGE,5.0,VENTURE,B,6000,10.75,0,0.09,N,3,11.066591486243142
22,MORTGAGE,4.0,EDUCATION,A,3250,7.88,0,0.05,N,4,11.066591486243142
25,RENT,0.0,DEBTCONSOLIDATION,C,8575,14.65,0,0.16,N,3,10.915106645867503
24,MORTGAGE,8.0,MEDICAL,A,14400,9.63,0,0.23,N,4,11.066591486243142
23,MORTGAGE,7.0,PERSONAL,D,16500,10.99,1,0.28,Y,4,10.968215530759236
26,MORTGAGE,7.0,HOMEIMPROVEMENT,A,5000,6.62,0,0.08,N,2,11.06665398721974
26,RENT,1.0,PERSONAL,D,8600,14.96,1,0.28,Y,4,10.32551474894327
22,RENT,0.0,VENTURE,A,8600,7.66,0,0.21,N,2,10.596659732783579
26,MORTGAGE,3.0,EDUCATION,B,12000,11.71,0,0.19,N,3,11.06665398721974
24,MORTGAGE,5.0,VENTURE,D,12000,16.77,0,0.19,N,2,11.06665398721974
25,RENT,0.0,HOMEIMPROVEMENT,A,8600,8.59,0,0.09,N,2,11.461642696843066
22,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6625,6.62,0,0.1,N,2,11.06665398721974
23,RENT,4.0,EDUCATION,A,8625,7.9,0,0.14,N,4,11.012495617386358
24,OWN,1.0,EDUCATION,A,3000,10.99,0,0.05,N,4,11.06665398721974
22,RENT,5.0,MEDICAL,B,8650,11.49,0,0.13,N,3,11.141876276228
25,RENT,7.0,EDUCATION,D,8675,15.99,0,0.21,Y,2,10.645448706505872
23,RENT,0.0,EDUCATION,A,8700,6.03,1,0.31,N,2,10.239995502805316
23,MORTGAGE,7.0,EDUCATION,A,2100,6.03,0,0.03,N,2,11.06665398721974
24,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5200,7.9,0,0.08,N,3,11.06665398721974
25,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000,5.99,0,0.14,N,2,11.06665398721974
22,MORTGAGE,5.0,VENTURE,B,6000,10.99,0,0.09,N,3,11.06665398721974
23,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8000,10.99,0,0.13,N,2,11.06665398721974
22,OWN,6.0,EDUCATION,D,15000,17.49,0,0.23,Y,4,11.06665398721974
22,MORTGAGE,6.0,EDUCATION,A,6000,10.99,0,0.09,N,4,11.06665398721974
24,MORTGAGE,8.0,VENTURE,B,8000,10.99,0,0.13,N,3,11.06665398721974
22,MORTGAGE,3.0,PERSONAL,A,9600,8.49,0,0.15,N,3,11.06665398721974
24,RENT,5.0,MEDICAL,B,8725,12.18,0,0.3,N,2,10.275223507900165
24,MORTGAGE,8.0,VENTURE,B,4000,10.0,0,0.06,N,2,11.06665398721974
23,MORTGAGE,4.0,VENTURE,A,5550,7.29,0,0.09,N,4,11.06665398721974
21,OWN,5.0,MEDICAL,A,10000,7.66,0,0.16,N,3,11.06665398721974
25,RENT,2.0,HOMEIMPROVEMENT,A,8750,7.74,0,0.06,N,4,11.918397239722838
24,MORTGAGE,3.0,MEDICAL,B,13225,10.37,0,0.21,N,3,11.06665398721974
25,MORTGAGE,10.0,MEDICAL,A,5000,7.29,0,0.08,N,2,11.06665398721974
24,MORTGAGE,8.0,VENTURE,B,1200,10.74,0,0.02,N,4,11.06665398721974
22,MORTGAGE,6.0,MEDICAL,B,7000,10.38,0,0.11,N,4,11.06665398721974
26,MORTGAGE,10.0,HOMEIMPROVEMENT,B,15000,10.38,0,0.23,N,3,11.06665398721974
22,RENT,4.0,EDUCATION,A,8775,7.29,0,0.19,N,2,10.738676682973242
22,MORTGAGE,6.0,VENTURE,C,15000,13.23,0,0.23,Y,3,11.06665398721974
22,MORTGAGE,4.0,PERSONAL,C,14000,13.23,0,0.22,Y,3,11.06665398721974
23,RENT,2.0,VENTURE,C,9000,11.34,1,0.49,Y,3,9.825580063659602
23,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5500,7.14,0,0.09,N,3,11.06665398721974
21,RENT,2.0,MEDICAL,A,9000,7.51,1,0.45,N,4,9.90353755128617
22,RENT,1.0,VENTURE,B,9000,9.83,1,0.42,N,4,9.980494888896912
22,RENT,0.0,PERSONAL,B,9000,10.99,1,0.38,N,2,10.081675578048475
25,RENT,5.0,MEDICAL,B,9000,11.49,1,0.36,N,2,10.12667110305036
22,MORTGAGE,2.0,EDUCATION,B,25000,11.83,0,0.39,N,4,11.06665398721974
24,MORTGAGE,0.0,EDUCATION,A,12000,8.59,0,0.19,N,3,11.06665398721974
24,RENT,2.0,MEDICAL,B,9000,11.48,1,0.36,N,2,10.12667110305036
22,RENT,5.0,VENTURE,A,9000,8.9,1,0.35,N,4,10.150386692204734
24,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.16,N,4,11.06665398721974
22,RENT,1.0,MEDICAL,C,9000,10.59,1,0.35,N,2,10.162808729968926
